mês de desembaraço;código ua local de despacho;nome ua local de despacho;quantidade de declaração de exportação;quantidade de empresa exportadora;quantidade de declaração de importação;quantidade de empresa importadora
201204;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.101 ;244 ;1.865 ;480 
201204;1017700;ALF - Porto do Rio Grande;4.441 ;446 ;2.270 ;481 
201205;117600;ALF - Aerop. Intern. J. Kubitschek (DF);108 ;11 ;415 ;61 
201205;120100;DRF - Goiânia;2 ;2 ;209 ;68 
201205;120200;DRF - Anápolis;;;465 ;36 
201205;130100;DRF - Cuiabá;;;121 ;57 
201205;130151;IRF - Cáceres;19 ;1 ;19 ;7 
201205;140100;DRF - Campo Grande;21 ;2 ;18 ;10 
201205;145100;IRF - Mundo Novo;21 ;3 ;40 ;13 
201205;145200;IRF - Corumbá;337 ;104 ;69 ;28 
201205;145300;IRF - Ponta Porã;4 ;3 ;69 ;20 
201205;145351;IRF - Bela Vista;;;2 ;2 
201205;145352;IRF - Porto Murtinho;;;3 ;1 
201205;210200;DRF - Santarém;135 ;18 ;2 ;1 
201205;210300;DRF - Marabá;;;4 ;1 
201205;217600;ALF - Porto de Belém (PA);245 ;62 ;69 ;32 
201205;217602;IRF - Barcarena;426 ;75 ;81 ;23 
201205;217700;ALF - Aeroporto Internac. de Belém (PA);150 ;14 ;71 ;18 
201205;227600;ALF - Porto de Manaus (AM);328 ;48 ;7.796 ;353 
201205;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);253 ;35 ;8.146 ;309 
201205;230151;IRF - Brasiléia;5 ;2 ;5 ;5 
201205;240100;DRF - Macapá;13 ;4 ;55 ;20 
201205;250100;DRF - Porto Velho;;;11 ;5 
201205;250151;IRF - Guajará-Mirim;671 ;15 ;8 ;2 
201205;260100;DRF - Boa Vista;11 ;1 ;6 ;5 
201205;260151;IRF - Pacaraima;29 ;7 ;20 ;6 
201205;260152;IRF - Bonfim;;;4 ;1 
201205;317600;ALF - Porto de Fortaleza (CE);300 ;64 ;126 ;57 
201205;317700;ALF - Aerop. Intern. Pinto Martins (CE);121 ;28 ;301 ;90 
201205;317800;ALF - Porto de Pecém;532 ;74 ;759 ;231 
201205;327600;ALF - Porto de São Luís (MA);163 ;15 ;226 ;36 
201205;330100;DRF - Teresina;;;6 ;6 
201205;410251;IRF - Petrolina;62 ;11 ;;
201205;415100;IRF - Recife;25 ;11 ;547 ;124 
201205;417700;ALF - Aerop. Intern. dos Guararapes (PE);111 ;26 ;537 ;151 
201205;417800;ALF - Porto de Suape (PE);311 ;63 ;1.389 ;344 
201205;420152;IRF - Parnamirim;259 ;39 ;139 ;48 
201205;430151;IRF - Cabedelo;3 ;3 ;155 ;41 
201205;440151;IRF - Maceió;;;21 ;6 
201205;510552;IRF - Ilhéus;1 ;1 ;1 ;1 
201205;517600;ALF - Porto de Salvador (BA);1.350 ;141 ;2.141 ;328 
201205;517602;IRF - Aratu-Candeias;103 ;16 ;142 ;20 
201205;517700;ALF - Aerop. Int. L. E. Magalhães (BA);144 ;31 ;719 ;172 
201205;520100;DRF - Aracaju;;;27 ;7 
201205;610300;DRF - Governador Valadares;9 ;8 ;;
201205;610400;DRF - Juiz de Fora;;;179 ;26 
201205;610500;DRF - Uberaba;2 ;1 ;338 ;21 
201205;610600;DRF - Varginha;68 ;4 ;826 ;102 
201205;610900;DRF - Uberlândia;;;70 ;23 
201205;611201;ARF - Guaxupé;90 ;2 ;;
201205;615100;IRF - Belo Horizonte;485 ;101 ;5.054 ;635 
201205;710200;DRF - Niterói;29 ;13 ;1.471 ;102 
201205;710300;DRF - Nova Iguaçu;5 ;5 ;427 ;114 
201205;710500;DRF - Volta Redonda;31 ;2 ;1.474 ;58 
201205;711000;DRF - Macaé;15 ;10 ;170 ;12 
201205;715500;IRF - Macaé;;;1 ;1 
201205;717600;ALF - Porto do Rio de Janeiro (RJ);2.145 ;263 ;6.531 ;1.134 
201205;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.465 ;225 ;8.178 ;1.022 
201205;717800;ALF - Porto de Itaguaí (RJ);467 ;73 ;703 ;135 
201205;727600;ALF - Porto de Vitória (ES);1.928 ;135 ;5.048 ;448 
201205;810300;DRF - Bauru;17 ;4 ;146 ;39 
201205;810700;DRF - São José do Rio Preto;;;22 ;8 
201205;810800;DRF - Taubaté;151 ;6 ;610 ;32 
201205;810900;DRF - Ribeirão Preto;;;80 ;26 
201205;811000;DRF - Sorocaba;45 ;8 ;2.398 ;251 
201205;811200;DRF - Limeira;4 ;3 ;5 ;2 
201205;812000;DRF - São José dos Campos;85 ;6 ;1.446 ;84 
201205;812051;IRF - São Sebastião;57 ;15 ;58 ;21 
201205;812400;DRF - Jundiaí;1 ;1 ;14 ;1 
201205;812500;DRF - Piracicaba;;;55 ;5 
201205;817600;ALF - Aerop. Internac. de São Paulo (SP);4.383 ;799 ;24.337 ;3.910 
201205;817700;ALF - Aerop. Internac. de Viracopos (SP);4.176 ;597 ;32.123 ;3.153 
201205;817800;ALF - Porto de Santos (SP);12.978 ;1.298 ;37.877 ;5.835 
201205;817900;ALF - São Paulo;558 ;131 ;13.915 ;1.603 
201205;910200;DRF - Londrina;1 ;1 ;1 ;1 
201205;910300;DRF - Cascavel;;;30 ;10 
201205;910500;DRF - Maringá;10 ;2 ;314 ;82 
201205;910600;DRF - Foz do Iguaçu;410 ;138 ;2.558 ;478 
201205;910651;IRF - Guaíra;;;50 ;22 
201205;910652;IRF - Santa Helena;;;15 ;8 
201205;915200;IRF - Curitiba;958 ;150 ;6.999 ;994 
201205;917800;ALF - Porto de Paranaguá;2.556 ;229 ;7.288 ;1.076 
201205;920200;DRF - Joinville;;;904 ;138 
201205;920351;IRF - Dionísio Cerqueira;17 ;8 ;959 ;110 
201205;920600;DRF - Itajaí;;;2 ;1 
201205;925200;IRF - Florianópolis;19 ;6 ;329 ;116 
201205;925251;IRF - Imbituba;93 ;24 ;49 ;25 
201205;927700;ALF - Porto de São Francisco do Sul (SC);1.119 ;151 ;1.309 ;209 
201205;927800;ALF - Porto de Itajaí;3.453 ;367 ;10.745 ;1.061 
201205;1010200;DRF - Pelotas;;;6 ;5 
201205;1010252;IRF - Jaguarão;102 ;43 ;445 ;122 
201205;1010253;IRF - Bagé;4 ;4 ;38 ;10 
201205;1010600;DRF - Caxias do Sul;63 ;10 ;708 ;291 
201205;1010700;DRF - Novo Hamburgo;151 ;70 ;1.613 ;373 
201205;1010852;IRF - Porto Xavier;10 ;5 ;754 ;51 
201205;1010900;DRF - Uruguaiana;3.274 ;462 ;3.751 ;578 
201205;1010951;IRF - Itaqui;5 ;2 ;109 ;18 
201205;1010953;IRF - São Borja;1.065 ;44 ;2.506 ;191 
201205;1010955;IRF - Quaraí;63 ;2 ;35 ;14 
201205;1011100;DRF - Santa Cruz do Sul;5 ;1 ;;
201205;1015400;IRF - Porto Alegre;1.280 ;315 ;904 ;205 
201205;1015500;IRF - Chuí;572 ;123 ;660 ;153 
201205;1015600;IRF - Santana do Livramento;127 ;54 ;207 ;58 
201205;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.200 ;231 ;2.042 ;553 
201205;1017700;ALF - Porto do Rio Grande;4.361 ;442 ;2.422 ;512 
201206;117600;ALF - Aerop. Intern. J. Kubitschek (DF);108 ;9 ;388 ;57 
201206;120100;DRF - Goiânia;4 ;3 ;172 ;68 
201206;120200;DRF - Anápolis;;;313 ;31 
201206;130100;DRF - Cuiabá;;;97 ;49 
201206;130151;IRF - Cáceres;19 ;1 ;30 ;10 
201206;140100;DRF - Campo Grande;12 ;2 ;15 ;10 
201206;145100;IRF - Mundo Novo;14 ;3 ;39 ;10 
201206;145200;IRF - Corumbá;296 ;79 ;73 ;29 
201206;145300;IRF - Ponta Porã;3 ;2 ;69 ;19 
201206;145351;IRF - Bela Vista;;;1 ;1 
201206;210200;DRF - Santarém;103 ;17 ;2 ;2 
201206;217600;ALF - Porto de Belém (PA);209 ;64 ;81 ;40 
201206;217602;IRF - Barcarena;376 ;78 ;49 ;20 
201206;217700;ALF - Aeroporto Internac. de Belém (PA);162 ;12 ;60 ;20 
201206;227600;ALF - Porto de Manaus (AM);358 ;43 ;5.932 ;384 
201206;227603;IRF - Tabatinga;;;1 ;1 
201206;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);247 ;33 ;7.385 ;305 
201206;230151;IRF - Brasiléia;21 ;2 ;3 ;3 
201206;240100;DRF - Macapá;15 ;7 ;30 ;10 
201206;240152;IRF - Santana;1 ;1 ;;
201206;250100;DRF - Porto Velho;;;12 ;4 
201206;250151;IRF - Guajará-Mirim;635 ;16 ;6 ;4 
201206;260100;DRF - Boa Vista;13 ;2 ;10 ;6 
201206;260151;IRF - Pacaraima;21 ;3 ;16 ;3 
201206;260152;IRF - Bonfim;1 ;1 ;3 ;1 
201206;317600;ALF - Porto de Fortaleza (CE);251 ;63 ;149 ;64 
201206;317700;ALF - Aerop. Intern. Pinto Martins (CE);109 ;23 ;246 ;105 
201206;317800;ALF - Porto de Pecém;457 ;79 ;697 ;205 
201206;327600;ALF - Porto de São Luís (MA);160 ;16 ;137 ;25 
201206;330100;DRF - Teresina;;;3 ;2 
201206;410251;IRF - Petrolina;57 ;10 ;;
201206;415100;IRF - Recife;14 ;7 ;518 ;136 
201206;417700;ALF - Aerop. Intern. dos Guararapes (PE);95 ;18 ;490 ;137 
201206;417800;ALF - Porto de Suape (PE);224 ;57 ;1.310 ;324 
201206;420152;IRF - Parnamirim;216 ;37 ;98 ;45 
201206;430151;IRF - Cabedelo;11 ;6 ;115 ;24 
201206;440151;IRF - Maceió;;;27 ;11 
201206;510552;IRF - Ilhéus;4 ;3 ;5 ;1 
201206;517600;ALF - Porto de Salvador (BA);1.326 ;132 ;1.816 ;329 
201206;517602;IRF - Aratu-Candeias;75 ;16 ;113 ;20 
201206;517700;ALF - Aerop. Int. L. E. Magalhães (BA);221 ;36 ;581 ;136 
201206;520100;DRF - Aracaju;1 ;1 ;24 ;9 
201206;610300;DRF - Governador Valadares;17 ;16 ;;
201206;610400;DRF - Juiz de Fora;1 ;1 ;167 ;23 
201206;610500;DRF - Uberaba;5 ;1 ;263 ;22 
201206;610600;DRF - Varginha;35 ;4 ;685 ;88 
201206;610900;DRF - Uberlândia;;;74 ;20 
201206;611201;ARF - Guaxupé;90 ;2 ;;
201206;615100;IRF - Belo Horizonte;477 ;107 ;4.768 ;624 
201206;710200;DRF - Niterói;41 ;17 ;1.328 ;93 
201206;710300;DRF - Nova Iguaçu;3 ;3 ;373 ;102 
201206;710500;DRF - Volta Redonda;16 ;2 ;1.344 ;60 
201206;711000;DRF - Macaé;5 ;4 ;109 ;5 
201206;717600;ALF - Porto do Rio de Janeiro (RJ);1.710 ;226 ;5.809 ;1.052 
201206;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.500 ;192 ;7.389 ;969 
201206;717800;ALF - Porto de Itaguaí (RJ);380 ;73 ;755 ;128 
201206;727600;ALF - Porto de Vitória (ES);1.800 ;124 ;4.765 ;446 
201206;810300;DRF - Bauru;11 ;4 ;129 ;34 
201206;810700;DRF - São José do Rio Preto;;;24 ;8 
201206;810800;DRF - Taubaté;141 ;6 ;539 ;33 
201206;810900;DRF - Ribeirão Preto;;;73 ;20 
201206;811000;DRF - Sorocaba;42 ;9 ;1.996 ;243 
201206;811200;DRF - Limeira;1 ;1 ;4 ;1 
201206;812000;DRF - São José dos Campos;72 ;9 ;1.298 ;71 
201206;812051;IRF - São Sebastião;52 ;17 ;41 ;16 
201206;812400;DRF - Jundiaí;;;14 ;2 
201206;812500;DRF - Piracicaba;;;78 ;4 
201206;817600;ALF - Aerop. Internac. de São Paulo (SP);3.923 ;694 ;22.383 ;3.698 
201206;817700;ALF - Aerop. Internac. de Viracopos (SP);4.219 ;578 ;29.006 ;2.932 
201206;817800;ALF - Porto de Santos (SP);11.031 ;1.264 ;35.924 ;5.676 
201206;817900;ALF - São Paulo;522 ;136 ;12.203 ;1.454 
201206;910200;DRF - Londrina;;;1 ;1 
201206;910300;DRF - Cascavel;;;31 ;13 
201206;910500;DRF - Maringá;6 ;2 ;264 ;81 
201206;910600;DRF - Foz do Iguaçu;433 ;117 ;2.325 ;433 
201206;910651;IRF - Guaíra;2 ;1 ;22 ;14 
201206;910652;IRF - Santa Helena;;;19 ;8 
201206;915200;IRF - Curitiba;879 ;146 ;6.999 ;944 
201206;917800;ALF - Porto de Paranaguá;1.974 ;219 ;6.638 ;1.009 
201206;920200;DRF - Joinville;2 ;1 ;737 ;133 
201206;920351;IRF - Dionísio Cerqueira;21 ;9 ;794 ;91 
201206;925200;IRF - Florianópolis;26 ;12 ;287 ;111 
201206;925251;IRF - Imbituba;140 ;22 ;67 ;26 
201206;927700;ALF - Porto de São Francisco do Sul (SC);1.167 ;159 ;1.471 ;197 
201206;927800;ALF - Porto de Itajaí;3.184 ;369 ;9.212 ;998 
201206;1010252;IRF - Jaguarão;78 ;37 ;416 ;98 
201206;1010253;IRF - Bagé;;;44 ;13 
201206;1010600;DRF - Caxias do Sul;70 ;8 ;688 ;258 
201206;1010700;DRF - Novo Hamburgo;102 ;46 ;1.171 ;285 
201206;1010852;IRF - Porto Xavier;13 ;6 ;389 ;43 
201206;1010900;DRF - Uruguaiana;3.031 ;423 ;3.205 ;537 
201206;1010951;IRF - Itaqui;4 ;3 ;131 ;18 
201206;1010953;IRF - São Borja;1.158 ;41 ;1.990 ;169 
201206;1010955;IRF - Quaraí;93 ;2 ;27 ;13 
201206;1011100;DRF - Santa Cruz do Sul;3 ;1 ;;
201206;1015400;IRF - Porto Alegre;1.107 ;288 ;809 ;222 
201206;1015500;IRF - Chuí;466 ;114 ;545 ;121 
201206;1015600;IRF - Santana do Livramento;120 ;54 ;207 ;59 
201206;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.193 ;231 ;1.720 ;462 
201206;1017700;ALF - Porto do Rio Grande;4.084 ;469 ;2.128 ;456 
201207;117600;ALF - Aerop. Intern. J. Kubitschek (DF);72 ;9 ;339 ;63 
201207;120100;DRF - Goiânia;1 ;1 ;180 ;69 
201207;120200;DRF - Anápolis;;;312 ;23 
201207;130100;DRF - Cuiabá;;;103 ;53 
201207;130151;IRF - Cáceres;20 ;2 ;25 ;9 
201207;140100;DRF - Campo Grande;13 ;3 ;11 ;5 
201207;145100;IRF - Mundo Novo;12 ;3 ;20 ;7 
201207;145200;IRF - Corumbá;341 ;86 ;76 ;32 
201207;145300;IRF - Ponta Porã;3 ;2 ;54 ;17 
201207;210200;DRF - Santarém;65 ;13 ;1 ;1 
201207;217600;ALF - Porto de Belém (PA);181 ;54 ;76 ;39 
201207;217602;IRF - Barcarena;350 ;76 ;114 ;30 
201207;217700;ALF - Aeroporto Internac. de Belém (PA);120 ;14 ;52 ;21 
201207;227600;ALF - Porto de Manaus (AM);374 ;49 ;7.747 ;393 
201207;227603;IRF - Tabatinga;;;1 ;1 
201207;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);192 ;41 ;7.908 ;322 
201207;230151;IRF - Brasiléia;30 ;2 ;5 ;4 
201207;230154;IRF - Assis Brasil;1 ;1 ;;
201207;240100;DRF - Macapá;14 ;3 ;43 ;13 
201207;250100;DRF - Porto Velho;;;6 ;4 
201207;250151;IRF - Guajará-Mirim;584 ;19 ;6 ;2 
201207;260100;DRF - Boa Vista;8 ;2 ;8 ;6 
201207;260151;IRF - Pacaraima;18 ;3 ;14 ;3 
201207;260152;IRF - Bonfim;1 ;1 ;2 ;1 
201207;317600;ALF - Porto de Fortaleza (CE);296 ;71 ;151 ;69 
201207;317700;ALF - Aerop. Intern. Pinto Martins (CE);122 ;26 ;319 ;114 
201207;317800;ALF - Porto de Pecém;417 ;79 ;868 ;246 
201207;327600;ALF - Porto de São Luís (MA);195 ;20 ;142 ;28 
201207;330100;DRF - Teresina;;;6 ;3 
201207;410251;IRF - Petrolina;80 ;7 ;;
201207;415100;IRF - Recife;20 ;14 ;367 ;117 
201207;417700;ALF - Aerop. Intern. dos Guararapes (PE);100 ;21 ;546 ;155 
201207;417800;ALF - Porto de Suape (PE);286 ;56 ;1.471 ;335 
201207;420152;IRF - Parnamirim;207 ;34 ;95 ;42 
201207;430151;IRF - Cabedelo;3 ;2 ;146 ;28 
201207;440151;IRF - Maceió;;;26 ;10 
201207;510552;IRF - Ilhéus;8 ;4 ;10 ;2 
201207;517600;ALF - Porto de Salvador (BA);1.434 ;137 ;1.754 ;329 
201207;517602;IRF - Aratu-Candeias;93 ;11 ;95 ;20 
201207;517700;ALF - Aerop. Int. L. E. Magalhães (BA);178 ;29 ;630 ;142 
201207;520100;DRF - Aracaju;;;25 ;11 
201207;610300;DRF - Governador Valadares;7 ;4 ;;
201207;610400;DRF - Juiz de Fora;;;199 ;31 
201207;610500;DRF - Uberaba;1 ;1 ;271 ;21 
201207;610600;DRF - Varginha;;;714 ;81 
201207;610900;DRF - Uberlândia;;;70 ;20 
201207;611201;ARF - Guaxupé;55 ;2 ;;
201207;615100;IRF - Belo Horizonte;464 ;86 ;4.862 ;656 
201207;710200;DRF - Niterói;33 ;14 ;1.296 ;95 
201207;710300;DRF - Nova Iguaçu;1 ;1 ;384 ;101 
201207;710500;DRF - Volta Redonda;8 ;2 ;1.713 ;54 
201207;711000;DRF - Macaé;14 ;7 ;140 ;7 
201207;717600;ALF - Porto do Rio de Janeiro (RJ);1.802 ;261 ;5.966 ;1.073 
201207;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.458 ;216 ;7.695 ;1.005 
201207;717800;ALF - Porto de Itaguaí (RJ);369 ;68 ;695 ;145 
201207;727600;ALF - Porto de Vitória (ES);1.856 ;138 ;4.378 ;446 
201207;810300;DRF - Bauru;4 ;3 ;127 ;30 
201207;810700;DRF - São José do Rio Preto;;;18 ;12 
201207;810800;DRF - Taubaté;113 ;8 ;411 ;24 
201207;810900;DRF - Ribeirão Preto;;;82 ;26 
201207;811000;DRF - Sorocaba;38 ;9 ;1.778 ;246 
201207;811200;DRF - Limeira;4 ;3 ;4 ;1 
201207;812000;DRF - São José dos Campos;91 ;10 ;1.552 ;78 
201207;812051;IRF - São Sebastião;75 ;12 ;82 ;17 
201207;812400;DRF - Jundiaí;;;12 ;2 
201207;812500;DRF - Piracicaba;;;49 ;4 
201207;815500;IRF - São Paulo;;;1 ;1 
201207;817600;ALF - Aerop. Internac. de São Paulo (SP);4.024 ;749 ;22.821 ;3.601 
201207;817700;ALF - Aerop. Internac. de Viracopos (SP);3.673 ;560 ;30.269 ;3.008 
201207;817800;ALF - Porto de Santos (SP);12.083 ;1.304 ;38.214 ;5.728 
201207;817900;ALF - São Paulo;464 ;136 ;12.289 ;1.571 
201207;910200;DRF - Londrina;1 ;1 ;2 ;1 
201207;910300;DRF - Cascavel;;;24 ;13 
201207;910500;DRF - Maringá;7 ;2 ;337 ;90 
201207;910600;DRF - Foz do Iguaçu;324 ;143 ;2.242 ;434 
201207;910651;IRF - Guaíra;;;17 ;12 
201207;910652;IRF - Santa Helena;6 ;1 ;23 ;10 
201207;915200;IRF - Curitiba;989 ;144 ;7.498 ;995 
201207;917800;ALF - Porto de Paranaguá;2.174 ;228 ;7.191 ;1.013 
201207;920200;DRF - Joinville;1 ;1 ;737 ;131 
201207;920351;IRF - Dionísio Cerqueira;22 ;11 ;778 ;92 
201207;925200;IRF - Florianópolis;23 ;6 ;323 ;104 
201207;925251;IRF - Imbituba;111 ;22 ;56 ;21 
201207;927700;ALF - Porto de São Francisco do Sul (SC);1.227 ;156 ;1.490 ;221 
201207;927800;ALF - Porto de Itajaí;3.433 ;343 ;10.311 ;1.027 
201207;1010200;DRF - Pelotas;;;6 ;3 
201207;1010252;IRF - Jaguarão;78 ;32 ;363 ;106 
201207;1010253;IRF - Bagé;;;29 ;11 
201207;1010600;DRF - Caxias do Sul;81 ;8 ;735 ;277 
201207;1010700;DRF - Novo Hamburgo;137 ;52 ;1.292 ;297 
201207;1010852;IRF - Porto Xavier;30 ;6 ;206 ;27 
201207;1010900;DRF - Uruguaiana;3.253 ;451 ;3.584 ;583 
201207;1010951;IRF - Itaqui;9 ;4 ;70 ;18 
201207;1010953;IRF - São Borja;1.475 ;47 ;2.440 ;174 
201207;1010955;IRF - Quaraí;15 ;2 ;13 ;8 
201207;1011100;DRF - Santa Cruz do Sul;1 ;1 ;;
201207;1015400;IRF - Porto Alegre;1.116 ;305 ;902 ;222 
201207;1015500;IRF - Chuí;570 ;115 ;599 ;129 
201207;1015600;IRF - Santana do Livramento;131 ;63 ;175 ;49 
201207;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.092 ;243 ;1.907 ;496 
201207;1017700;ALF - Porto do Rio Grande;4.564 ;461 ;2.682 ;523 
201208;117600;ALF - Aerop. Intern. J. Kubitschek (DF);84 ;8 ;341 ;59 
201208;120100;DRF - Goiânia;3 ;3 ;162 ;60 
201208;120200;DRF - Anápolis;;;441 ;35 
201208;130100;DRF - Cuiabá;;;77 ;39 
201208;130151;IRF - Cáceres;6 ;1 ;20 ;8 
201208;140100;DRF - Campo Grande;13 ;2 ;13 ;6 
201208;145100;IRF - Mundo Novo;10 ;2 ;39 ;13 
201208;145200;IRF - Corumbá;302 ;80 ;84 ;37 
201208;145300;IRF - Ponta Porã;1 ;1 ;65 ;20 
201208;145351;IRF - Bela Vista;;;1 ;1 
201208;210200;DRF - Santarém;62 ;17 ;4 ;3 
201208;210300;DRF - Marabá;;;1 ;1 
201208;217600;ALF - Porto de Belém (PA);227 ;64 ;100 ;44 
201208;217602;IRF - Barcarena;429 ;81 ;74 ;29 
201208;217700;ALF - Aeroporto Internac. de Belém (PA);73 ;14 ;66 ;22 
201208;227600;ALF - Porto de Manaus (AM);365 ;50 ;8.315 ;386 
201208;227603;IRF - Tabatinga;;;1 ;1 
201208;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);307 ;35 ;7.469 ;322 
201208;230151;IRF - Brasiléia;27 ;3 ;7 ;5 
201208;240100;DRF - Macapá;14 ;3 ;41 ;14 
201208;240152;IRF - Santana;1 ;1 ;;
201208;250100;DRF - Porto Velho;;;9 ;5 
201208;250151;IRF - Guajará-Mirim;548 ;15 ;1 ;1 
201208;260100;DRF - Boa Vista;12 ;1 ;6 ;5 
201208;260151;IRF - Pacaraima;13 ;4 ;9 ;4 
201208;260152;IRF - Bonfim;1 ;1 ;1 ;1 
201208;317600;ALF - Porto de Fortaleza (CE);394 ;76 ;138 ;66 
201208;317602;IRF - Pecém;;;3 ;2 
201208;317700;ALF - Aerop. Intern. Pinto Martins (CE);88 ;29 ;275 ;108 
201208;317800;ALF - Porto de Pecém;678 ;112 ;913 ;241 
201208;327600;ALF - Porto de São Luís (MA);124 ;18 ;159 ;27 
201208;330100;DRF - Teresina;;;2 ;2 
201208;410251;IRF - Petrolina;174 ;9 ;;
201208;415100;IRF - Recife;14 ;6 ;359 ;113 
201208;417700;ALF - Aerop. Intern. dos Guararapes (PE);115 ;24 ;486 ;153 
201208;417800;ALF - Porto de Suape (PE);290 ;55 ;1.690 ;389 
201208;420152;IRF - Parnamirim;264 ;36 ;128 ;44 
201208;430151;IRF - Cabedelo;3 ;3 ;135 ;32 
201208;440151;IRF - Maceió;;;20 ;12 
201208;510500;DRF - Itabuna;2 ;1 ;;
201208;510552;IRF - Ilhéus;7 ;5 ;;
201208;517600;ALF - Porto de Salvador (BA);1.449 ;133 ;2.192 ;351 
201208;517602;IRF - Aratu-Candeias;95 ;16 ;202 ;18 
201208;517700;ALF - Aerop. Int. L. E. Magalhães (BA);137 ;34 ;645 ;141 
201208;520100;DRF - Aracaju;;;14 ;7 
201208;610300;DRF - Governador Valadares;5 ;5 ;;
201208;610400;DRF - Juiz de Fora;1 ;1 ;203 ;28 
201208;610500;DRF - Uberaba;3 ;2 ;301 ;23 
201208;610600;DRF - Varginha;5 ;2 ;688 ;90 
201208;610900;DRF - Uberlândia;;;70 ;17 
201208;611201;ARF - Guaxupé;73 ;2 ;;
201208;615100;IRF - Belo Horizonte;556 ;99 ;5.177 ;661 
201208;710200;DRF - Niterói;47 ;11 ;1.486 ;106 
201208;710300;DRF - Nova Iguaçu;1 ;1 ;354 ;95 
201208;710500;DRF - Volta Redonda;5 ;3 ;1.577 ;62 
201208;711000;DRF - Macaé;10 ;6 ;137 ;10 
201208;717600;ALF - Porto do Rio de Janeiro (RJ);1.968 ;246 ;6.517 ;1.087 
201208;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.414 ;198 ;7.759 ;947 
201208;717800;ALF - Porto de Itaguaí (RJ);354 ;82 ;923 ;212 
201208;727600;ALF - Porto de Vitória (ES);1.840 ;143 ;5.595 ;452 
201208;810300;DRF - Bauru;13 ;3 ;127 ;25 
201208;810700;DRF - São José do Rio Preto;;;37 ;15 
201208;810800;DRF - Taubaté;121 ;6 ;430 ;30 
201208;810900;DRF - Ribeirão Preto;;;92 ;27 
201208;811000;DRF - Sorocaba;66 ;7 ;1.912 ;215 
201208;811200;DRF - Limeira;;;4 ;1 
201208;812000;DRF - São José dos Campos;160 ;9 ;1.618 ;75 
201208;812051;IRF - São Sebastião;98 ;15 ;49 ;22 
201208;812400;DRF - Jundiaí;1 ;1 ;14 ;1 
201208;812500;DRF - Piracicaba;;;23 ;4 
201208;817600;ALF - Aerop. Internac. de São Paulo (SP);4.088 ;731 ;24.360 ;3.845 
201208;817700;ALF - Aerop. Internac. de Viracopos (SP);4.034 ;558 ;31.057 ;3.200 
201208;817800;ALF - Porto de Santos (SP);12.460 ;1.317 ;42.827 ;6.205 
201208;817900;ALF - São Paulo;606 ;148 ;11.675 ;1.497 
201208;910200;DRF - Londrina;2 ;1 ;3 ;2 
201208;910300;DRF - Cascavel;2 ;2 ;43 ;24 
201208;910500;DRF - Maringá;8 ;2 ;372 ;105 
201208;910600;DRF - Foz do Iguaçu;380 ;134 ;2.404 ;462 
201208;910651;IRF - Guaíra;1 ;1 ;19 ;13 
201208;910652;IRF - Santa Helena;6 ;2 ;41 ;15 
201208;915200;IRF - Curitiba;1.087 ;153 ;7.510 ;1.039 
201208;917800;ALF - Porto de Paranaguá;2.515 ;237 ;8.155 ;1.066 
201208;920200;DRF - Joinville;4 ;4 ;733 ;122 
201208;920351;IRF - Dionísio Cerqueira;21 ;10 ;936 ;108 
201208;925200;IRF - Florianópolis;20 ;6 ;294 ;103 
201208;925251;IRF - Imbituba;131 ;29 ;62 ;24 
201208;927700;ALF - Porto de São Francisco do Sul (SC);1.243 ;159 ;1.652 ;232 
201208;927800;ALF - Porto de Itajaí;3.726 ;393 ;12.139 ;1.117 
201208;1010200;DRF - Pelotas;;;9 ;7 
201208;1010252;IRF - Jaguarão;89 ;28 ;360 ;101 
201208;1010253;IRF - Bagé;1 ;1 ;24 ;13 
201208;1010600;DRF - Caxias do Sul;89 ;10 ;773 ;294 
201208;1010700;DRF - Novo Hamburgo;151 ;47 ;1.298 ;314 
201208;1010852;IRF - Porto Xavier;86 ;9 ;133 ;24 
201208;1010900;DRF - Uruguaiana;4.164 ;456 ;3.653 ;598 
201208;1010951;IRF - Itaqui;3 ;3 ;56 ;19 
201208;1010953;IRF - São Borja;1.068 ;42 ;2.358 ;165 
201208;1010955;IRF - Quaraí;1 ;1 ;24 ;15 
201208;1011100;DRF - Santa Cruz do Sul;4 ;1 ;;
201208;1015400;IRF - Porto Alegre;1.280 ;316 ;1.047 ;267 
201208;1015500;IRF - Chuí;548 ;135 ;677 ;130 
201208;1015600;IRF - Santana do Livramento;153 ;56 ;176 ;57 
201208;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.252 ;266 ;2.087 ;525 
201208;1017700;ALF - Porto do Rio Grande;4.732 ;453 ;2.670 ;526 
