mês de desembaraço;código ua local de despacho;nome ua local de despacho;quantidade de declaração de exportação;quantidade de empresa exportadora;quantidade de declaração de importação;quantidade de empresa importadora
201311;1011100;DRF - Santa Cruz do Sul;4 ;1 ;;
201311;1015400;IRF - Porto Alegre;898 ;232 ;927 ;272 
201311;1015500;IRF - Chuí;404 ;108 ;697 ;132 
201311;1015600;IRF - Santana do Livramento;175 ;58 ;214 ;62 
201311;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.295 ;233 ;1.953 ;503 
201311;1017700;ALF - Porto do Rio Grande;4.003 ;411 ;2.847 ;510 
201312;117600;ALF - Aerop. Intern. J. Kubitschek (DF);62 ;7 ;324 ;79 
201312;120100;DRF - Goiânia;1 ;1 ;201 ;55 
201312;120200;DRF - Anápolis;;;518 ;30 
201312;130100;DRF - Cuiabá;7 ;2 ;99 ;42 
201312;130151;IRF - Cáceres;7 ;1 ;25 ;5 
201312;140100;DRF - Campo Grande;4 ;3 ;22 ;11 
201312;145100;IRF - Mundo Novo;13 ;1 ;40 ;16 
201312;145200;IRF - Corumbá;272 ;92 ;105 ;30 
201312;145300;IRF - Ponta Porã;2 ;2 ;53 ;19 
201312;145351;IRF - Bela Vista;;;1 ;1 
201312;145352;IRF - Porto Murtinho;;;1 ;1 
201312;210200;DRF - Santarém;51 ;8 ;;
201312;210251;IRF - Óbidos;1 ;1 ;;
201312;217600;ALF - Porto de Belém (PA);214 ;72 ;93 ;48 
201312;217602;IRF - Barcarena;469 ;80 ;58 ;16 
201312;217700;ALF - Aeroporto Internac. de Belém (PA);69 ;12 ;58 ;26 
201312;227600;ALF - Porto de Manaus (AM);324 ;45 ;6.558 ;398 
201312;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);224 ;30 ;5.767 ;301 
201312;230151;IRF - Brasiléia;53 ;3 ;5 ;4 
201312;230154;IRF - Assis Brasil;15 ;3 ;;
201312;240100;DRF - Macapá;1 ;1 ;13 ;9 
201312;240152;IRF - Santana;9 ;4 ;15 ;10 
201312;250100;DRF - Porto Velho;;;2 ;2 
201312;250151;IRF - Guajará-Mirim;112 ;13 ;3 ;2 
201312;260100;DRF - Boa Vista;6 ;1 ;15 ;11 
201312;260151;IRF - Pacaraima;;;13 ;6 
201312;260152;IRF - Bonfim;6 ;2 ;1 ;1 
201312;317600;ALF - Porto de Fortaleza (CE);329 ;66 ;88 ;54 
201312;317700;ALF - Aerop. Intern. Pinto Martins (CE);97 ;29 ;332 ;120 
201312;317800;ALF - Porto de Pecém;993 ;106 ;804 ;232 
201312;327600;ALF - Porto de São Luís (MA);145 ;15 ;161 ;47 
201312;330100;DRF - Teresina;;;9 ;5 
201312;410251;IRF - Petrolina;146 ;16 ;;
201312;415100;IRF - Recife;36 ;14 ;266 ;76 
201312;417700;ALF - Aerop. Intern. dos Guararapes (PE);122 ;19 ;585 ;166 
201312;417800;ALF - Porto de Suape (PE);282 ;55 ;1.750 ;372 
201312;420152;IRF - Parnamirim;669 ;53 ;103 ;50 
201312;430151;IRF - Cabedelo;19 ;13 ;67 ;24 
201312;440151;IRF - Maceió;5 ;4 ;13 ;8 
201312;510500;DRF - Itabuna;2 ;1 ;;
201312;510552;IRF - Ilhéus;2 ;1 ;8 ;2 
201312;517600;ALF - Porto de Salvador (BA);1.192 ;139 ;1.912 ;359 
201312;517602;IRF - Aratu-Candeias;62 ;13 ;130 ;16 
201312;517700;ALF - Aerop. Int. L. E. Magalhães (BA);162 ;29 ;595 ;152 
201312;520100;DRF - Aracaju;;;13 ;7 
201312;610300;DRF - Governador Valadares;10 ;6 ;;
201312;610400;DRF - Juiz de Fora;;;320 ;24 
201312;610500;DRF - Uberaba;2 ;1 ;280 ;21 
201312;610600;DRF - Varginha;1 ;1 ;581 ;101 
201312;610900;DRF - Uberlândia;;;112 ;23 
201312;611200;DRF - Poços de Caldas;112 ;2 ;;
201312;615100;IRF - Belo Horizonte;349 ;89 ;4.060 ;645 
201312;710200;DRF - Niterói;22 ;12 ;316 ;53 
201312;710300;DRF - Nova Iguaçu;;;372 ;95 
201312;710500;DRF - Volta Redonda;32 ;1 ;1.453 ;75 
201312;711000;DRF - Macaé;2 ;2 ;124 ;12 
201312;717600;ALF - Porto do Rio de Janeiro (RJ);1.758 ;249 ;6.290 ;1.101 
201312;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.292 ;169 ;7.821 ;1.001 
201312;717800;ALF - Porto de Itaguaí (RJ);501 ;99 ;1.258 ;208 
201312;727600;ALF - Porto de Vitória (ES);1.987 ;143 ;4.036 ;393 
201312;810300;DRF - Bauru;15 ;5 ;99 ;21 
201312;810700;DRF - São José do Rio Preto;;;20 ;6 
201312;810800;DRF - Taubaté;103 ;8 ;349 ;29 
201312;810900;DRF - Ribeirão Preto;2 ;1 ;51 ;22 
201312;811000;DRF - Sorocaba;34 ;8 ;1.432 ;181 
201312;811200;DRF - Limeira;;;5 ;1 
201312;812000;DRF - São José dos Campos;97 ;10 ;1.349 ;83 
201312;812051;IRF - São Sebastião;79 ;12 ;44 ;12 
201312;812400;DRF - Jundiaí;2 ;1 ;21 ;1 
201312;812500;DRF - Piracicaba;;;97 ;4 
201312;817600;ALF - Aerop. Internac. de São Paulo (SP);4.532 ;865 ;21.764 ;3.780 
201312;817700;ALF - Aerop. Internac. de Viracopos (SP);3.052 ;491 ;26.226 ;3.042 
201312;817800;ALF - Porto de Santos (SP);11.417 ;1.199 ;34.693 ;5.858 
201312;817900;ALF - São Paulo;422 ;122 ;8.693 ;1.397 
201312;910200;DRF - Londrina;;;4 ;4 
201312;910300;DRF - Cascavel;2 ;1 ;34 ;22 
201312;910500;DRF - Maringá;8 ;2 ;241 ;84 
201312;910600;DRF - Foz do Iguaçu;311 ;70 ;2.061 ;405 
201312;910651;IRF - Guaíra;;;20 ;8 
201312;910652;IRF - Santa Helena;;;47 ;14 
201312;915200;IRF - Curitiba;965 ;147 ;5.681 ;917 
201312;917800;ALF - Porto de Paranaguá;2.144 ;215 ;6.890 ;1.104 
201312;920200;DRF - Joinville;4 ;3 ;639 ;126 
201312;920351;IRF - Dionísio Cerqueira;115 ;14 ;680 ;93 
201312;925200;IRF - Florianópolis;26 ;7 ;343 ;112 
201312;925251;IRF - Imbituba;89 ;19 ;43 ;20 
201312;927700;ALF - Porto de São Francisco do Sul (SC);1.094 ;162 ;1.844 ;276 
201312;927800;ALF - Porto de Itajaí;3.417 ;401 ;9.797 ;1.204 
201312;1010200;DRF - Pelotas;;;1 ;1 
201312;1010252;IRF - Jaguarão;76 ;30 ;406 ;101 
201312;1010253;IRF - Bagé;1 ;1 ;4 ;1 
201312;1010600;DRF - Caxias do Sul;44 ;9 ;801 ;335 
201312;1010700;DRF - Novo Hamburgo;356 ;171 ;973 ;261 
201312;1010852;IRF - Porto Xavier;29 ;4 ;84 ;15 
201312;1010900;DRF - Uruguaiana;2.304 ;318 ;3.216 ;532 
201312;1010951;IRF - Itaqui;1 ;1 ;11 ;6 
201312;1010953;IRF - São Borja;600 ;56 ;1.928 ;144 
201312;1010955;IRF - Quaraí;;;16 ;10 
201312;1011100;DRF - Santa Cruz do Sul;2 ;1 ;;
201312;1015400;IRF - Porto Alegre;749 ;229 ;786 ;265 
201312;1015500;IRF - Chuí;424 ;125 ;593 ;103 
201312;1015600;IRF - Santana do Livramento;177 ;62 ;184 ;52 
201312;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.283 ;238 ;1.704 ;484 
201312;1017700;ALF - Porto do Rio Grande;4.325 ;449 ;2.651 ;539 
201401;117600;ALF - Aerop. Intern. J. Kubitschek (DF);63 ;7 ;407 ;73 
201401;120100;DRF - Goiânia;3 ;3 ;229 ;63 
201401;120200;DRF - Anápolis;;;539 ;32 
201401;130100;DRF - Cuiabá;2 ;2 ;136 ;49 
201401;130151;IRF - Cáceres;4 ;1 ;19 ;6 
201401;140100;DRF - Campo Grande;6 ;2 ;19 ;11 
201401;145100;IRF - Mundo Novo;18 ;4 ;41 ;12 
201401;145200;IRF - Corumbá;279 ;53 ;62 ;28 
201401;145300;IRF - Ponta Porã;10 ;5 ;61 ;19 
201401;145351;IRF - Bela Vista;;;1 ;1 
201401;210200;DRF - Santarém;19 ;3 ;;
201401;217600;ALF - Porto de Belém (PA);238 ;63 ;107 ;51 
201401;217602;IRF - Barcarena;409 ;68 ;60 ;23 
201401;217700;ALF - Aeroporto Internac. de Belém (PA);61 ;14 ;48 ;23 
201401;227600;ALF - Porto de Manaus (AM);325 ;38 ;9.025 ;405 
201401;227603;IRF - Tabatinga;;;1 ;1 
201401;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);198 ;33 ;7.102 ;288 
201401;230151;IRF - Brasiléia;46 ;3 ;1 ;1 
201401;230154;IRF - Assis Brasil;10 ;2 ;2 ;2 
201401;240100;DRF - Macapá;;;4 ;4 
201401;240152;IRF - Santana;9 ;5 ;19 ;11 
201401;250151;IRF - Guajará-Mirim;145 ;11 ;;
201401;260100;DRF - Boa Vista;4 ;1 ;9 ;7 
201401;260151;IRF - Pacaraima;;;2 ;2 
201401;260152;IRF - Bonfim;4 ;2 ;5 ;1 
201401;317600;ALF - Porto de Fortaleza (CE);275 ;53 ;87 ;52 
201401;317700;ALF - Aerop. Intern. Pinto Martins (CE);80 ;22 ;331 ;104 
201401;317800;ALF - Porto de Pecém;797 ;84 ;1.103 ;261 
201401;327600;ALF - Porto de São Luís (MA);121 ;13 ;178 ;37 
201401;330100;DRF - Teresina;;;10 ;2 
201401;410251;IRF - Petrolina;27 ;1 ;;
201401;415100;IRF - Recife;21 ;9 ;360 ;96 
201401;417700;ALF - Aerop. Intern. dos Guararapes (PE);95 ;19 ;585 ;156 
201401;417800;ALF - Porto de Suape (PE);252 ;53 ;2.050 ;417 
201401;420152;IRF - Parnamirim;548 ;53 ;103 ;46 
201401;420200;DRF - Mossoró;1 ;1 ;;
201401;430151;IRF - Cabedelo;7 ;3 ;109 ;26 
201401;440151;IRF - Maceió;6 ;2 ;15 ;12 
201401;510500;DRF - Itabuna;1 ;1 ;;
201401;510552;IRF - Ilhéus;3 ;2 ;12 ;4 
201401;517600;ALF - Porto de Salvador (BA);1.046 ;110 ;2.125 ;361 
201401;517602;IRF - Aratu-Candeias;112 ;14 ;90 ;16 
201401;517700;ALF - Aerop. Int. L. E. Magalhães (BA);152 ;23 ;617 ;142 
201401;520100;DRF - Aracaju;;;26 ;8 
201401;610300;DRF - Governador Valadares;20 ;13 ;;
201401;610400;DRF - Juiz de Fora;1 ;1 ;481 ;25 
201401;610500;DRF - Uberaba;11 ;2 ;491 ;24 
201401;610600;DRF - Varginha;1 ;1 ;792 ;94 
201401;610900;DRF - Uberlândia;;;209 ;26 
201401;611200;DRF - Poços de Caldas;133 ;2 ;;
201401;615100;IRF - Belo Horizonte;585 ;119 ;4.174 ;613 
201401;710200;DRF - Niterói;17 ;11 ;256 ;39 
201401;710300;DRF - Nova Iguaçu;2 ;2 ;405 ;95 
201401;710500;DRF - Volta Redonda;32 ;1 ;1.563 ;67 
201401;711000;DRF - Macaé;2 ;2 ;152 ;11 
201401;715500;IRF - Macaé;;;7 ;2 
201401;717600;ALF - Porto do Rio de Janeiro (RJ);1.727 ;230 ;7.321 ;1.145 
201401;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.235 ;158 ;8.035 ;936 
201401;717800;ALF - Porto de Itaguaí (RJ);448 ;84 ;1.171 ;180 
201401;727600;ALF - Porto de Vitória (ES);1.489 ;140 ;4.254 ;391 
201401;810300;DRF - Bauru;5 ;3 ;118 ;20 
201401;810700;DRF - São José do Rio Preto;;;20 ;9 
201401;810800;DRF - Taubaté;101 ;7 ;581 ;34 
201401;810900;DRF - Ribeirão Preto;4 ;2 ;66 ;17 
201401;811000;DRF - Sorocaba;36 ;9 ;1.835 ;168 
201401;811200;DRF - Limeira;1 ;1 ;6 ;1 
201401;812000;DRF - São José dos Campos;52 ;6 ;1.986 ;85 
201401;812051;IRF - São Sebastião;57 ;12 ;109 ;18 
201401;812400;DRF - Jundiaí;;;16 ;1 
201401;812500;DRF - Piracicaba;;;82 ;4 
201401;817600;ALF - Aerop. Internac. de São Paulo (SP);4.140 ;691 ;22.232 ;3.598 
201401;817700;ALF - Aerop. Internac. de Viracopos (SP);2.908 ;484 ;28.290 ;3.043 
201401;817800;ALF - Porto de Santos (SP);9.656 ;1.045 ;45.541 ;6.400 
201401;817900;ALF - São Paulo;409 ;103 ;10.955 ;1.371 
201401;910200;DRF - Londrina;2 ;1 ;2 ;2 
201401;910300;DRF - Cascavel;5 ;1 ;39 ;29 
201401;910500;DRF - Maringá;8 ;2 ;270 ;88 
201401;910600;DRF - Foz do Iguaçu;391 ;49 ;2.098 ;391 
201401;910651;IRF - Guaíra;6 ;1 ;31 ;13 
201401;910652;IRF - Santa Helena;1 ;1 ;20 ;12 
201401;915200;IRF - Curitiba;731 ;126 ;6.054 ;868 
201401;917800;ALF - Porto de Paranaguá;1.972 ;185 ;7.815 ;1.124 
201401;920200;DRF - Joinville;2 ;2 ;631 ;123 
201401;920351;IRF - Dionísio Cerqueira;74 ;13 ;670 ;85 
201401;925200;IRF - Florianópolis;49 ;6 ;341 ;96 
201401;925251;IRF - Imbituba;55 ;16 ;42 ;26 
201401;927700;ALF - Porto de São Francisco do Sul (SC);947 ;113 ;2.478 ;311 
201401;927800;ALF - Porto de Itajaí;2.770 ;324 ;13.052 ;1.262 
201401;1010200;DRF - Pelotas;;;6 ;3 
201401;1010252;IRF - Jaguarão;22 ;11 ;377 ;91 
201401;1010253;IRF - Bagé;2 ;2 ;2 ;2 
201401;1010600;DRF - Caxias do Sul;57 ;8 ;944 ;329 
201401;1010700;DRF - Novo Hamburgo;225 ;115 ;1.214 ;300 
201401;1010852;IRF - Porto Xavier;2 ;2 ;85 ;11 
201401;1010900;DRF - Uruguaiana;2.499 ;322 ;2.795 ;525 
201401;1010951;IRF - Itaqui;;;19 ;6 
201401;1010953;IRF - São Borja;567 ;55 ;1.668 ;154 
201401;1010955;IRF - Quaraí;1 ;1 ;19 ;10 
201401;1011100;DRF - Santa Cruz do Sul;5 ;1 ;;
201401;1015400;IRF - Porto Alegre;531 ;197 ;1.099 ;292 
201401;1015500;IRF - Chuí;333 ;81 ;664 ;126 
201401;1015600;IRF - Santana do Livramento;141 ;51 ;166 ;49 
201401;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.224 ;202 ;1.721 ;462 
201401;1017700;ALF - Porto do Rio Grande;3.851 ;371 ;3.146 ;535 
201402;117600;ALF - Aerop. Intern. J. Kubitschek (DF);68 ;8 ;406 ;77 
201402;120100;DRF - Goiânia;9 ;3 ;199 ;67 
201402;120200;DRF - Anápolis;;;521 ;33 
201402;130100;DRF - Cuiabá;2 ;1 ;111 ;42 
201402;130151;IRF - Cáceres;;;15 ;4 
201402;140100;DRF - Campo Grande;7 ;2 ;15 ;6 
201402;145100;IRF - Mundo Novo;26 ;3 ;42 ;14 
201402;145200;IRF - Corumbá;293 ;71 ;69 ;29 
201402;145300;IRF - Ponta Porã;2 ;2 ;65 ;18 
201402;145351;IRF - Bela Vista;1 ;1 ;;
201402;210200;DRF - Santarém;87 ;12 ;2 ;1 
201402;217600;ALF - Porto de Belém (PA);220 ;59 ;106 ;49 
201402;217602;IRF - Barcarena;398 ;73 ;48 ;16 
201402;217700;ALF - Aeroporto Internac. de Belém (PA);62 ;12 ;46 ;19 
201402;227600;ALF - Porto de Manaus (AM);262 ;40 ;7.947 ;379 
201402;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);185 ;32 ;5.933 ;287 
201402;230151;IRF - Brasiléia;26 ;3 ;3 ;2 
201402;230154;IRF - Assis Brasil;13 ;3 ;2 ;1 
201402;240100;DRF - Macapá;;;7 ;4 
201402;240152;IRF - Santana;15 ;6 ;34 ;12 
201402;250100;DRF - Porto Velho;;;2 ;2 
201402;250151;IRF - Guajará-Mirim;75 ;12 ;2 ;1 
201402;260100;DRF - Boa Vista;5 ;2 ;6 ;5 
201402;260151;IRF - Pacaraima;;;2 ;2 
201402;260152;IRF - Bonfim;5 ;3 ;1 ;
201402;317600;ALF - Porto de Fortaleza (CE);329 ;61 ;77 ;46 
201402;317700;ALF - Aerop. Intern. Pinto Martins (CE);83 ;26 ;309 ;102 
201402;317800;ALF - Porto de Pecém;438 ;78 ;963 ;233 
201402;327600;ALF - Porto de São Luís (MA);136 ;17 ;133 ;37 
201402;330100;DRF - Teresina;2 ;1 ;3 ;3 
201402;410251;IRF - Petrolina;21 ;2 ;;
201402;415100;IRF - Recife;35 ;13 ;313 ;73 
201402;417700;ALF - Aerop. Intern. dos Guararapes (PE);97 ;21 ;578 ;159 
201402;417800;ALF - Porto de Suape (PE);260 ;65 ;1.613 ;370 
201402;420152;IRF - Parnamirim;480 ;48 ;125 ;52 
201402;430151;IRF - Cabedelo;2 ;1 ;106 ;27 
201402;440151;IRF - Maceió;2 ;1 ;17 ;7 
201402;510500;DRF - Itabuna;8 ;1 ;;
201402;510552;IRF - Ilhéus;2 ;2 ;9 ;4 
201402;517600;ALF - Porto de Salvador (BA);1.159 ;123 ;1.827 ;353 
201402;517602;IRF - Aratu-Candeias;66 ;12 ;87 ;16 
201402;517700;ALF - Aerop. Int. L. E. Magalhães (BA);144 ;25 ;571 ;148 
201402;520100;DRF - Aracaju;1 ;1 ;11 ;6 
201402;610300;DRF - Governador Valadares;15 ;9 ;;
201402;610400;DRF - Juiz de Fora;1 ;1 ;355 ;26 
201402;610500;DRF - Uberaba;9 ;1 ;329 ;22 
201402;610600;DRF - Varginha;;;665 ;88 
201402;610900;DRF - Uberlândia;;;143 ;30 
201402;611200;DRF - Poços de Caldas;189 ;2 ;;
201402;615100;IRF - Belo Horizonte;522 ;88 ;4.104 ;632 
201402;710200;DRF - Niterói;21 ;12 ;449 ;46 
201402;710300;DRF - Nova Iguaçu;4 ;1 ;417 ;101 
201402;710500;DRF - Volta Redonda;30 ;2 ;1.355 ;75 
201402;711000;DRF - Macaé;;;138 ;6 
201402;715500;IRF - Macaé;;;2 ;1 
201402;717600;ALF - Porto do Rio de Janeiro (RJ);1.614 ;256 ;6.320 ;1.080 
201402;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.474 ;191 ;8.650 ;950 
201402;717800;ALF - Porto de Itaguaí (RJ);418 ;83 ;1.212 ;159 
201402;727600;ALF - Porto de Vitória (ES);2.048 ;143 ;4.146 ;398 
201402;810300;DRF - Bauru;6 ;4 ;149 ;26 
201402;810700;DRF - São José do Rio Preto;;;30 ;11 
201402;810800;DRF - Taubaté;116 ;5 ;465 ;30 
201402;810900;DRF - Ribeirão Preto;15 ;2 ;97 ;27 
201402;811000;DRF - Sorocaba;40 ;5 ;1.798 ;177 
201402;811200;DRF - Limeira;7 ;3 ;5 ;1 
201402;812000;DRF - São José dos Campos;54 ;7 ;1.642 ;84 
201402;812051;IRF - São Sebastião;48 ;11 ;49 ;14 
201402;812400;DRF - Jundiaí;;;20 ;1 
201402;812500;DRF - Piracicaba;;;90 ;4 
201402;817600;ALF - Aerop. Internac. de São Paulo (SP);5.036 ;801 ;23.538 ;3.626 
201402;817700;ALF - Aerop. Internac. de Viracopos (SP);3.234 ;489 ;27.940 ;3.051 
201402;817800;ALF - Porto de Santos (SP);10.619 ;1.178 ;37.259 ;5.813 
201402;817900;ALF - São Paulo;510 ;101 ;10.230 ;1.360 
201402;910200;DRF - Londrina;3 ;2 ;9 ;5 
201402;910300;DRF - Cascavel;;;52 ;23 
201402;910500;DRF - Maringá;7 ;2 ;200 ;84 
201402;910600;DRF - Foz do Iguaçu;514 ;68 ;2.476 ;423 
201402;910651;IRF - Guaíra;;;1 ;1 
201402;910652;IRF - Santa Helena;1 ;1 ;20 ;8 
201402;915200;IRF - Curitiba;884 ;129 ;5.540 ;894 
201402;917800;ALF - Porto de Paranaguá;2.110 ;208 ;6.458 ;1.026 
201402;920200;DRF - Joinville;1 ;1 ;681 ;128 
201402;920351;IRF - Dionísio Cerqueira;110 ;13 ;845 ;98 
201402;925200;IRF - Florianópolis;38 ;4 ;346 ;91 
201402;925251;IRF - Imbituba;70 ;18 ;39 ;23 
201402;927700;ALF - Porto de São Francisco do Sul (SC);1.117 ;149 ;2.264 ;285 
201402;927800;ALF - Porto de Itajaí;3.128 ;351 ;11.700 ;1.237 
201402;1010200;DRF - Pelotas;;;4 ;3 
201402;1010252;IRF - Jaguarão;27 ;4 ;394 ;96 
201402;1010253;IRF - Bagé;1 ;1 ;8 ;3 
201402;1010600;DRF - Caxias do Sul;82 ;12 ;905 ;304 
201402;1010700;DRF - Novo Hamburgo;324 ;148 ;962 ;285 
201402;1010852;IRF - Porto Xavier;8 ;2 ;123 ;14 
201402;1010900;DRF - Uruguaiana;2.221 ;301 ;3.270 ;511 
201402;1010951;IRF - Itaqui;;;12 ;8 
201402;1010953;IRF - São Borja;791 ;48 ;1.964 ;171 
201402;1010955;IRF - Quaraí;;;14 ;7 
201402;1011100;DRF - Santa Cruz do Sul;6 ;1 ;;
201402;1015400;IRF - Porto Alegre;851 ;231 ;882 ;271 
201402;1015500;IRF - Chuí;300 ;81 ;544 ;117 
201402;1015600;IRF - Santana do Livramento;112 ;37 ;176 ;45 
201402;1017600;ALF - Aerop. Intern. Salgado Filho (RS);1.198 ;237 ;1.815 ;454 
201402;1017700;ALF - Porto do Rio Grande;4.047 ;424 ;2.510 ;520 
201403;117600;ALF - Aerop. Intern. J. Kubitschek (DF);47 ;6 ;301 ;69 
201403;120100;DRF - Goiânia;3 ;2 ;171 ;52 
201403;120200;DRF - Anápolis;;;393 ;32 
201403;130100;DRF - Cuiabá;4 ;1 ;76 ;42 
201403;130151;IRF - Cáceres;7 ;1 ;5 ;3 
201403;140100;DRF - Campo Grande;3 ;1 ;15 ;7 
201403;145100;IRF - Mundo Novo;22 ;2 ;43 ;17 
201403;145200;IRF - Corumbá;225 ;65 ;79 ;35 
201403;145300;IRF - Ponta Porã;6 ;3 ;59 ;19 
201403;145351;IRF - Bela Vista;;;1 ;1 
201403;210200;DRF - Santarém;17 ;2 ;;
201403;217600;ALF - Porto de Belém (PA);231 ;67 ;81 ;35 
201403;217602;IRF - Barcarena;361 ;64 ;47 ;16 
201403;217700;ALF - Aeroporto Internac. de Belém (PA);45 ;12 ;59 ;26 
201403;227600;ALF - Porto de Manaus (AM);300 ;33 ;7.439 ;358 
201403;227603;IRF - Tabatinga;;;1 ;1 
201403;227700;ALF - Aerop. Intern. Eduardo Gomes (AM);166 ;38 ;6.681 ;245 
201403;230151;IRF - Brasiléia;21 ;2 ;14 ;3 
201403;230154;IRF - Assis Brasil;21 ;2 ;30 ;9 
201403;240100;DRF - Macapá;1 ;1 ;5 ;4 
201403;240152;IRF - Santana;6 ;3 ;43 ;8 
201403;250151;IRF - Guajará-Mirim;60 ;9 ;;
201403;260100;DRF - Boa Vista;5 ;1 ;8 ;6 
201403;260151;IRF - Pacaraima;;;6 ;4 
201403;260152;IRF - Bonfim;5 ;3 ;1 ;1 
201403;317600;ALF - Porto de Fortaleza (CE);232 ;53 ;110 ;57 
201403;317700;ALF - Aerop. Intern. Pinto Martins (CE);100 ;22 ;315 ;97 
201403;317800;ALF - Porto de Pecém;299 ;65 ;888 ;228 
201403;327600;ALF - Porto de São Luís (MA);131 ;15 ;133 ;32 
201403;330100;DRF - Teresina;;;4 ;2 
201403;410251;IRF - Petrolina;43 ;8 ;;
201403;415100;IRF - Recife;19 ;10 ;252 ;62 
201403;417700;ALF - Aerop. Intern. dos Guararapes (PE);121 ;20 ;569 ;161 
201403;417800;ALF - Porto de Suape (PE);266 ;53 ;1.735 ;398 
201403;420152;IRF - Parnamirim;443 ;48 ;112 ;48 
201403;420252;IRF - Areia Branca;1 ;1 ;;
201403;430151;IRF - Cabedelo;10 ;8 ;77 ;21 
201403;440151;IRF - Maceió;;;18 ;9 
201403;510500;DRF - Itabuna;2 ;1 ;;
201403;510552;IRF - Ilhéus;3 ;2 ;7 ;3 
201403;517600;ALF - Porto de Salvador (BA);1.312 ;130 ;1.956 ;334 
201403;517602;IRF - Aratu-Candeias;70 ;15 ;98 ;15 
201403;517700;ALF - Aerop. Int. L. E. Magalhães (BA);163 ;28 ;578 ;146 
201403;520100;DRF - Aracaju;;;19 ;9 
201403;610300;DRF - Governador Valadares;5 ;5 ;;
201403;610400;DRF - Juiz de Fora;;;375 ;24 
201403;610500;DRF - Uberaba;2 ;1 ;314 ;24 
201403;610501;ARF - Araxá;2 ;2 ;;
201403;610600;DRF - Varginha;1 ;;672 ;94 
201403;610900;DRF - Uberlândia;;;136 ;21 
201403;611200;DRF - Poços de Caldas;153 ;2 ;;
201403;615100;IRF - Belo Horizonte;426 ;77 ;4.100 ;636 
201403;710200;DRF - Niterói;5 ;4 ;295 ;39 
201403;710300;DRF - Nova Iguaçu;1 ;1 ;325 ;81 
201403;710500;DRF - Volta Redonda;22 ;1 ;1.459 ;67 
201403;711000;DRF - Macaé;2 ;2 ;103 ;8 
201403;717600;ALF - Porto do Rio de Janeiro (RJ);1.570 ;246 ;6.441 ;1.021 
201403;717700;ALF - Aeroporto Intern. A. C. Jobim (RJ);1.367 ;179 ;8.488 ;936 
201403;717800;ALF - Porto de Itaguaí (RJ);373 ;70 ;1.031 ;150 
201403;727600;ALF - Porto de Vitória (ES);2.124 ;148 ;3.772 ;393 
201403;810300;DRF - Bauru;7 ;2 ;96 ;20 
201403;810700;DRF - São José do Rio Preto;1 ;1 ;18 ;9 
201403;810800;DRF - Taubaté;97 ;7 ;476 ;26 
201403;810900;DRF - Ribeirão Preto;15 ;1 ;76 ;29 
201403;811000;DRF - Sorocaba;34 ;9 ;1.665 ;170 
201403;811200;DRF - Limeira;2 ;2 ;5 ;1 
201403;812000;DRF - São José dos Campos;45 ;8 ;1.708 ;74 
201403;812051;IRF - São Sebastião;59 ;11 ;68 ;18 
201403;812400;DRF - Jundiaí;;;15 ;2 
201403;812500;DRF - Piracicaba;;;68 ;5 
201403;817600;ALF - Aerop. Internac. de São Paulo (SP);5.047 ;883 ;23.828 ;3.764 
201403;817700;ALF - Aerop. Internac. de Viracopos (SP);3.473 ;512 ;29.465 ;2.993 
201403;817800;ALF - Porto de Santos (SP);10.321 ;1.133 ;37.282 ;5.665 
201403;817900;ALF - São Paulo;462 ;117 ;9.898 ;1.375 
201403;910200;DRF - Londrina;1 ;1 ;7 ;5 
201403;910300;DRF - Cascavel;;;41 ;19 
201403;910500;DRF - Maringá;7 ;2 ;230 ;72 
201403;910600;DRF - Foz do Iguaçu;448 ;55 ;2.629 ;430 
201403;910651;IRF - Guaíra;;;5 ;3 
201403;910652;IRF - Santa Helena;;;27 ;11 
201403;915200;IRF - Curitiba;927 ;129 ;5.557 ;861 
201403;917800;ALF - Porto de Paranaguá;2.108 ;193 ;6.945 ;1.044 
201403;920200;DRF - Joinville;4 ;4 ;724 ;121 
201403;920351;IRF - Dionísio Cerqueira;31 ;9 ;824 ;99 
201403;925200;IRF - Florianópolis;26 ;6 ;406 ;96 
201403;925251;IRF - Imbituba;92 ;20 ;27 ;17 
201403;927700;ALF - Porto de São Francisco do Sul (SC);1.207 ;147 ;2.417 ;286 
201403;927800;ALF - Porto de Itajaí;3.344 ;366 ;11.334 ;1.200 
201403;1010200;DRF - Pelotas;;;2 ;2 
201403;1010252;IRF - Jaguarão;29 ;4 ;412 ;106 
201403;1010253;IRF - Bagé;5 ;2 ;8 ;4 
201403;1010600;DRF - Caxias do Sul;81 ;11 ;838 ;322 
201403;1010700;DRF - Novo Hamburgo;340 ;167 ;967 ;261 
201403;1010852;IRF - Porto Xavier;14 ;3 ;160 ;25 
201403;1010900;DRF - Uruguaiana;2.329 ;305 ;3.022 ;516 
