RF DESPACHO;UA LOCAL DESPACHO;;ANO DESEMB;TRIMESTRE DESEMB;CANAL;TMBDI
8ª RF;812000;DRF - São José dos Campos;2021;20213;Vermelho;409,6506
8ª RF;812000;DRF - São José dos Campos;2021;20214;Verde;3,3144
8ª RF;812000;DRF - São José dos Campos;2021;20214;Amarelo;1.060,26
8ª RF;812000;DRF - São José dos Campos;2021;20214;Vermelho;222,5574
8ª RF;812000;DRF - São José dos Campos;2022;20221;Verde;4,1363
8ª RF;812000;DRF - São José dos Campos;2022;20221;Amarelo;411,0248
8ª RF;812000;DRF - São José dos Campos;2022;20221;Vermelho;449,4063
8ª RF;812000;DRF - São José dos Campos;2022;20222;Verde;5,2247
8ª RF;812000;DRF - São José dos Campos;2022;20222;Amarelo;94,8222
8ª RF;812000;DRF - São José dos Campos;2022;20222;Vermelho;368,7469
8ª RF;812000;DRF - São José dos Campos;2022;20223;Verde;5,4544
8ª RF;812000;DRF - São José dos Campos;2022;20223;Amarelo;348,3711
8ª RF;812000;DRF - São José dos Campos;2022;20223;Vermelho;276,0864
8ª RF;812000;DRF - São José dos Campos;2022;20224;Verde;6,3878
8ª RF;812000;DRF - São José dos Campos;2022;20224;Amarelo;390,7394
8ª RF;812000;DRF - São José dos Campos;2022;20224;Vermelho;209,9407
8ª RF;812000;DRF - São José dos Campos;2023;20231;Verde;2,9272
8ª RF;812000;DRF - São José dos Campos;2023;20231;Vermelho;49,4153
8ª RF;812003;ARF - Taubaté;2020;20203;Verde;2,1899
8ª RF;812003;ARF - Taubaté;2020;20203;Amarelo;116,0745
8ª RF;812003;ARF - Taubaté;2020;20203;Vermelho;126,6585
8ª RF;812003;ARF - Taubaté;2020;20204;Verde;4,415
8ª RF;812003;ARF - Taubaté;2020;20204;Amarelo;141,8144
8ª RF;812003;ARF - Taubaté;2020;20204;Vermelho;74,7
8ª RF;812003;ARF - Taubaté;2021;20211;Verde;4,9521
8ª RF;812003;ARF - Taubaté;2021;20211;Amarelo;111,0898
8ª RF;812003;ARF - Taubaté;2021;20211;Vermelho;105,0225
8ª RF;812003;ARF - Taubaté;2021;20212;Verde;11,2079
8ª RF;812003;ARF - Taubaté;2021;20212;Amarelo;80,93
8ª RF;812003;ARF - Taubaté;2021;20212;Vermelho;130,4382
8ª RF;812003;ARF - Taubaté;2021;20213;Verde;6,3656
8ª RF;812003;ARF - Taubaté;2021;20213;Amarelo;226,7085
8ª RF;812003;ARF - Taubaté;2021;20213;Vermelho;345,1057
8ª RF;812003;ARF - Taubaté;2021;20214;Verde;7,7456
8ª RF;812003;ARF - Taubaté;2021;20214;Amarelo;360,9986
8ª RF;812003;ARF - Taubaté;2021;20214;Vermelho;2.888,83
8ª RF;812003;ARF - Taubaté;2022;20221;Verde;10,2697
8ª RF;812003;ARF - Taubaté;2022;20221;Amarelo;463,7113
8ª RF;812003;ARF - Taubaté;2022;20221;Vermelho;1.857,90
8ª RF;812003;ARF - Taubaté;2022;20222;Verde;7,1694
8ª RF;812003;ARF - Taubaté;2022;20223;Verde;16,723
8ª RF;812051;IRF - São Sebastião;2015;20151;Verde;22,666
8ª RF;812051;IRF - São Sebastião;2015;20151;Amarelo;102,8327
8ª RF;812051;IRF - São Sebastião;2015;20152;Verde;27,9835
8ª RF;812051;IRF - São Sebastião;2015;20152;Amarelo;237,0101
8ª RF;812051;IRF - São Sebastião;2015;20153;Verde;4,0639
8ª RF;812051;IRF - São Sebastião;2015;20153;Amarelo;115,1555
8ª RF;812051;IRF - São Sebastião;2015;20153;Vermelho;129,4786
8ª RF;812051;IRF - São Sebastião;2015;20154;Verde;0,0001
8ª RF;812051;IRF - São Sebastião;2015;20154;Amarelo;283,5194
8ª RF;812051;IRF - São Sebastião;2015;20154;Vermelho;159,0743
8ª RF;812051;IRF - São Sebastião;2016;20161;Verde;9,3786
8ª RF;812051;IRF - São Sebastião;2016;20161;Amarelo;225,9477
8ª RF;812051;IRF - São Sebastião;2016;20162;Verde;9,6513
8ª RF;812051;IRF - São Sebastião;2016;20162;Amarelo;152,3136
8ª RF;812051;IRF - São Sebastião;2016;20162;Vermelho;75,1786
8ª RF;812051;IRF - São Sebastião;2016;20163;Amarelo;189,2254
8ª RF;812051;IRF - São Sebastião;2016;20163;Vermelho;182,2853
8ª RF;812051;IRF - São Sebastião;2016;20164;Verde;1,4867
8ª RF;812051;IRF - São Sebastião;2016;20164;Amarelo;181,0385
8ª RF;812051;IRF - São Sebastião;2017;20171;Verde;13,5251
8ª RF;812051;IRF - São Sebastião;2017;20171;Amarelo;122,9255
8ª RF;812051;IRF - São Sebastião;2017;20171;Vermelho;96,3803
8ª RF;812051;IRF - São Sebastião;2017;20172;Verde;17,6744
8ª RF;812051;IRF - São Sebastião;2017;20172;Amarelo;38,4896
8ª RF;812051;IRF - São Sebastião;2017;20173;Verde;18,5303
8ª RF;812051;IRF - São Sebastião;2017;20173;Amarelo;84,024
8ª RF;812051;IRF - São Sebastião;2017;20174;Verde;15,1044
8ª RF;812051;IRF - São Sebastião;2017;20174;Amarelo;256,1918
8ª RF;812051;IRF - São Sebastião;2018;20181;Verde;30,9737
8ª RF;812051;IRF - São Sebastião;2018;20181;Amarelo;146,0078
8ª RF;812051;IRF - São Sebastião;2018;20182;Verde;17,4436
8ª RF;812051;IRF - São Sebastião;2018;20182;Amarelo;76,9144
8ª RF;812051;IRF - São Sebastião;2018;20183;Verde;20,7758
8ª RF;812051;IRF - São Sebastião;2018;20183;Amarelo;96,8383
8ª RF;812051;IRF - São Sebastião;2018;20184;Verde;18,3149
8ª RF;812051;IRF - São Sebastião;2018;20184;Amarelo;30,5079
8ª RF;812051;IRF - São Sebastião;2019;20191;Verde;22,0308
8ª RF;812051;IRF - São Sebastião;2019;20191;Amarelo;22,0567
8ª RF;812051;IRF - São Sebastião;2019;20191;Vermelho;115,5844
8ª RF;812051;IRF - São Sebastião;2019;20192;Verde;17,1286
8ª RF;812051;IRF - São Sebastião;2019;20192;Amarelo;78,8593
8ª RF;812051;IRF - São Sebastião;2019;20193;Verde;18,6942
8ª RF;812051;IRF - São Sebastião;2019;20193;Amarelo;96,2227
8ª RF;812051;IRF - São Sebastião;2019;20194;Verde;13,691
8ª RF;812051;IRF - São Sebastião;2019;20194;Amarelo;39,9422
8ª RF;812051;IRF - São Sebastião;2020;20201;Verde;24,7551
8ª RF;812051;IRF - São Sebastião;2020;20201;Amarelo;139,5569
8ª RF;812051;IRF - São Sebastião;2020;20202;Verde;9,6558
8ª RF;812051;IRF - São Sebastião;2020;20202;Amarelo;96,9768
8ª RF;812051;IRF - São Sebastião;2020;20203;Verde;15,8796
8ª RF;812051;IRF - São Sebastião;2020;20203;Amarelo;98,9903
8ª RF;812051;IRF - São Sebastião;2020;20204;Verde;26,7011
8ª RF;812051;IRF - São Sebastião;2020;20204;Amarelo;70,873
8ª RF;812051;IRF - São Sebastião;2020;20204;Vermelho;121,1342
8ª RF;812051;IRF - São Sebastião;2021;20211;Verde;18,7624
8ª RF;812051;IRF - São Sebastião;2021;20211;Amarelo;41,9646
8ª RF;812051;IRF - São Sebastião;2021;20212;Verde;24,7612
8ª RF;812051;IRF - São Sebastião;2021;20212;Amarelo;319,2025
8ª RF;812051;IRF - São Sebastião;2021;20213;Verde;15,405
8ª RF;812051;IRF - São Sebastião;2021;20213;Amarelo;88,6778
8ª RF;812051;IRF - São Sebastião;2021;20214;Verde;17,6713
8ª RF;812051;IRF - São Sebastião;2021;20214;Amarelo;23,9129
8ª RF;812051;IRF - São Sebastião;2021;20214;Vermelho;98,9281
8ª RF;812051;IRF - São Sebastião;2022;20221;Verde;12,3952
8ª RF;812051;IRF - São Sebastião;2022;20221;Amarelo;229,2413
8ª RF;812051;IRF - São Sebastião;2022;20222;Verde;12,0286
8ª RF;812051;IRF - São Sebastião;2022;20222;Amarelo;228,0288
8ª RF;812051;IRF - São Sebastião;2022;20223;Verde;10,679
8ª RF;812051;IRF - São Sebastião;2022;20223;Amarelo;243,3211
8ª RF;812051;IRF - São Sebastião;2022;20224;Verde;10,9728
8ª RF;812051;IRF - São Sebastião;2022;20224;Amarelo;213,9989
8ª RF;812051;IRF - São Sebastião;2023;20231;Verde;18,2729
8ª RF;812051;IRF - São Sebastião;2023;20231;Amarelo;52,368
8ª RF;812051;IRF - São Sebastião;2023;20231;Vermelho;113,5331
8ª RF;812051;IRF - São Sebastião;2023;20232;Verde;16,6721
8ª RF;812200;DRF - Araraquara;2016;20161;Amarelo;243,4144
8ª RF;812200;DRF - Araraquara;2019;20191;Verde;0
8ª RF;812200;DRF - Araraquara;2019;20191;Vermelho;1.153,30
8ª RF;812200;DRF - Araraquara;2019;20193;Amarelo;363,5791
8ª RF;812200;DRF - Araraquara;2019;20194;Verde;0
8ª RF;812200;DRF - Araraquara;2020;20201;Verde;0
8ª RF;812300;DRF - Franca;2020;20201;Amarelo;1.414,67
8ª RF;812300;DRF - Franca;2020;20202;Amarelo;1.531,29
8ª RF;812300;DRF - Franca;2020;20203;Amarelo;2.668,47
8ª RF;812400;DRF - Jundiaí;2015;20151;Verde;0
8ª RF;812400;DRF - Jundiaí;2015;20152;Verde;0,5373
8ª RF;812400;DRF - Jundiaí;2015;20152;Amarelo;1.514,09
8ª RF;812400;DRF - Jundiaí;2015;20153;Verde;1,0471
8ª RF;812400;DRF - Jundiaí;2015;20153;Amarelo;2.830,56
8ª RF;812400;DRF - Jundiaí;2015;20153;Vermelho;2.686,18
8ª RF;812400;DRF - Jundiaí;2015;20154;Verde;3,0416
8ª RF;812400;DRF - Jundiaí;2015;20154;Vermelho;2.141,41
8ª RF;812400;DRF - Jundiaí;2016;20161;Verde;14,9161
8ª RF;812400;DRF - Jundiaí;2016;20161;Vermelho;2.800,20
8ª RF;812400;DRF - Jundiaí;2016;20162;Verde;65,6217
8ª RF;812400;DRF - Jundiaí;2016;20162;Vermelho;3.060,41
8ª RF;812400;DRF - Jundiaí;2016;20163;Amarelo;2.686,29
8ª RF;812400;DRF - Jundiaí;2017;20171;Amarelo;1.526,22
8ª RF;812400;DRF - Jundiaí;2017;20171;Vermelho;2.729,59
8ª RF;812400;DRF - Jundiaí;2017;20174;Amarelo;2.339,79
8ª RF;812400;DRF - Jundiaí;2018;20181;Verde;1,9975
8ª RF;812400;DRF - Jundiaí;2018;20182;Verde;3,36
8ª RF;812400;DRF - Jundiaí;2018;20183;Amarelo;3.791,90
8ª RF;812400;DRF - Jundiaí;2019;20193;Verde;2,2783
8ª RF;812400;DRF - Jundiaí;2019;20193;Amarelo;1.340,52
8ª RF;812400;DRF - Jundiaí;2019;20194;Verde;2,5503
8ª RF;812400;DRF - Jundiaí;2020;20202;Verde;4,0958
8ª RF;812400;DRF - Jundiaí;2020;20204;Amarelo;456,0194
8ª RF;812400;DRF - Jundiaí;2022;20221;Verde;3,9789
8ª RF;812500;DRF - Piracicaba;2015;20151;Verde;0,0243
8ª RF;812500;DRF - Piracicaba;2015;20151;Vermelho;529,4717
8ª RF;812500;DRF - Piracicaba;2015;20152;Verde;0,1296
8ª RF;812500;DRF - Piracicaba;2015;20152;Amarelo;51,1575
8ª RF;812500;DRF - Piracicaba;2015;20152;Vermelho;623,6255
8ª RF;812500;DRF - Piracicaba;2015;20153;Verde;0,0005
8ª RF;812500;DRF - Piracicaba;2015;20154;Verde;0,0005
8ª RF;812500;DRF - Piracicaba;2015;20154;Vermelho;833,7585
8ª RF;812500;DRF - Piracicaba;2016;20161;Verde;0,0297
8ª RF;812500;DRF - Piracicaba;2016;20161;Amarelo;358,5178
8ª RF;812500;DRF - Piracicaba;2016;20161;Vermelho;811,2696
8ª RF;812500;DRF - Piracicaba;2016;20162;Verde;0,0765
8ª RF;812500;DRF - Piracicaba;2016;20162;Amarelo;833,4463
8ª RF;812500;DRF - Piracicaba;2016;20162;Vermelho;896,1524
8ª RF;812500;DRF - Piracicaba;2016;20163;Verde;0,014
8ª RF;812500;DRF - Piracicaba;2016;20163;Amarelo;476,2872
8ª RF;812500;DRF - Piracicaba;2016;20163;Vermelho;1.315,07
8ª RF;812500;DRF - Piracicaba;2016;20164;Verde;0,0144
8ª RF;812500;DRF - Piracicaba;2016;20164;Amarelo;1.074,25
8ª RF;812500;DRF - Piracicaba;2016;20164;Vermelho;1.021,32
8ª RF;812500;DRF - Piracicaba;2017;20171;Verde;0,11
8ª RF;812500;DRF - Piracicaba;2017;20171;Amarelo;1.706,59
8ª RF;812500;DRF - Piracicaba;2017;20171;Vermelho;526,6733
8ª RF;812500;DRF - Piracicaba;2017;20172;Verde;0,0006
8ª RF;812500;DRF - Piracicaba;2017;20172;Amarelo;1.790,32
8ª RF;812500;DRF - Piracicaba;2017;20172;Vermelho;466,1487
8ª RF;812500;DRF - Piracicaba;2017;20173;Verde;0,3287
8ª RF;812500;DRF - Piracicaba;2017;20173;Amarelo;902,0497
8ª RF;812500;DRF - Piracicaba;2017;20173;Vermelho;660,086
8ª RF;812500;DRF - Piracicaba;2017;20174;Verde;0,3327
8ª RF;812500;DRF - Piracicaba;2018;20181;Verde;1,0398
8ª RF;812500;DRF - Piracicaba;2018;20181;Amarelo;2.113,84
8ª RF;812500;DRF - Piracicaba;2018;20181;Vermelho;1.447,74
8ª RF;812500;DRF - Piracicaba;2018;20182;Verde;0,6065
8ª RF;812500;DRF - Piracicaba;2018;20182;Amarelo;480,1439
8ª RF;812500;DRF - Piracicaba;2018;20183;Verde;0,3914
8ª RF;812500;DRF - Piracicaba;2018;20183;Amarelo;244,9302
8ª RF;812500;DRF - Piracicaba;2018;20183;Vermelho;628,1365
8ª RF;812500;DRF - Piracicaba;2018;20184;Verde;1,13
8ª RF;812500;DRF - Piracicaba;2018;20184;Amarelo;1.408,67
8ª RF;812500;DRF - Piracicaba;2019;20191;Verde;0,0578
8ª RF;812500;DRF - Piracicaba;2019;20191;Amarelo;865,1856
8ª RF;812500;DRF - Piracicaba;2019;20191;Vermelho;740,8792
8ª RF;812500;DRF - Piracicaba;2019;20192;Verde;0,0005
8ª RF;812500;DRF - Piracicaba;2019;20192;Amarelo;448,512
8ª RF;812500;DRF - Piracicaba;2019;20192;Vermelho;1.371,93
8ª RF;812500;DRF - Piracicaba;2019;20193;Verde;0,1841
8ª RF;812500;DRF - Piracicaba;2019;20193;Amarelo;245,0632
8ª RF;812500;DRF - Piracicaba;2019;20193;Vermelho;2.275,95
8ª RF;812500;DRF - Piracicaba;2019;20194;Verde;0,2338
8ª RF;812500;DRF - Piracicaba;2019;20194;Amarelo;167,1778
8ª RF;812500;DRF - Piracicaba;2019;20194;Vermelho;670,6225
8ª RF;812500;DRF - Piracicaba;2020;20201;Verde;0,1667
8ª RF;812500;DRF - Piracicaba;2020;20201;Amarelo;150,703
8ª RF;812500;DRF - Piracicaba;2020;20201;Vermelho;620,3596
8ª RF;812500;DRF - Piracicaba;2020;20202;Verde;0,0044
8ª RF;812500;DRF - Piracicaba;2020;20202;Amarelo;209,128
8ª RF;812500;DRF - Piracicaba;2020;20202;Vermelho;522,6153
8ª RF;812500;DRF - Piracicaba;2020;20203;Verde;0,0001
8ª RF;812500;DRF - Piracicaba;2020;20203;Amarelo;176,8749
8ª RF;812500;DRF - Piracicaba;2020;20203;Vermelho;444,9152
8ª RF;812500;DRF - Piracicaba;2020;20204;Verde;0,0001
8ª RF;812500;DRF - Piracicaba;2020;20204;Amarelo;378,9981
8ª RF;812500;DRF - Piracicaba;2020;20204;Vermelho;1.246,91
8ª RF;812500;DRF - Piracicaba;2021;20211;Verde;0,0735
8ª RF;812500;DRF - Piracicaba;2021;20212;Verde;0,0109
8ª RF;812500;DRF - Piracicaba;2021;20212;Vermelho;3.005,97
8ª RF;812500;DRF - Piracicaba;2021;20213;Verde;1,3847
8ª RF;812500;DRF - Piracicaba;2021;20213;Amarelo;3.100,83
8ª RF;812500;DRF - Piracicaba;2021;20214;Verde;0,036
8ª RF;812500;DRF - Piracicaba;2022;20221;Verde;0,0265
8ª RF;812500;DRF - Piracicaba;2022;20222;Verde;0,0162
8ª RF;812500;DRF - Piracicaba;2022;20223;Verde;0,0001
8ª RF;812500;DRF - Piracicaba;2022;20224;Verde;0,0457
8ª RF;812500;DRF - Piracicaba;2023;20231;Verde;0,3645
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20151;Verde;13,232
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20151;Amarelo;327,57
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20151;Vermelho;288,7505
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20152;Verde;12,946
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20152;Amarelo;431,6116
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20152;Vermelho;362,8145
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20153;Verde;10,2709
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20153;Amarelo;520,5724
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20153;Vermelho;386,1995
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20154;Verde;11,026
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20154;Amarelo;547,6949
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2015;20154;Vermelho;504,8519
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20161;Verde;9,8124
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20161;Amarelo;464,2339
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20161;Vermelho;558,0083
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20162;Verde;9,313
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20162;Amarelo;438,0301
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20162;Vermelho;414,9587
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20163;Verde;9,3511
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20163;Amarelo;541,5806
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20163;Vermelho;487,5864
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20164;Verde;10,8075
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20164;Amarelo;827,1715
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2016;20164;Vermelho;847,64
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20171;Verde;7,7143
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20171;Amarelo;615,058
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20171;Vermelho;534,2315
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20172;Verde;7,0102
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20172;Amarelo;411,6182
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20172;Vermelho;394,9637
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20173;Verde;7,2459
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20173;Amarelo;373,3115
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20173;Vermelho;335,4765
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20174;Verde;8,3187
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20174;Amarelo;488,3561
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2017;20174;Vermelho;519,6102
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20181;Verde;7,6724
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20181;Amarelo;878,9739
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20181;Vermelho;1.042,22
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20182;Verde;9,0167
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20182;Amarelo;1.022,32
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20182;Vermelho;1.060,53
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20183;Verde;6,948
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20183;Amarelo;1.105,74
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20183;Vermelho;1.007,66
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20184;Verde;6,5587
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20184;Amarelo;600,1691
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2018;20184;Vermelho;488,1355
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20191;Verde;6,9047
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20191;Amarelo;328,0403
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20191;Vermelho;302,0272
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20192;Verde;6,4544
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20192;Amarelo;299,3023
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20192;Vermelho;284,9209
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20193;Verde;5,8409
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20193;Amarelo;322,0643
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20193;Vermelho;242,9288
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20194;Verde;6,2039
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20194;Amarelo;302,5391
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2019;20194;Vermelho;239,7112
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20201;Verde;6,3754
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20201;Amarelo;320,7838
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20201;Vermelho;318,7889
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20202;Verde;5,4929
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20202;Amarelo;258,7338
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20202;Vermelho;308,9307
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20203;Verde;3,4646
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20203;Amarelo;322,2323
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20203;Vermelho;276,7709
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20204;Verde;3,267
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20204;Amarelo;303,9619
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2020;20204;Vermelho;299,7499
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20211;Verde;3,3533
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20211;Amarelo;231,7776
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20211;Vermelho;284,267
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20212;Verde;3,0519
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20212;Amarelo;236,3643
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20212;Vermelho;189,4747
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20213;Verde;3,1213
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20213;Amarelo;203,3644
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20213;Vermelho;217,0202
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20214;Verde;3,7255
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20214;Amarelo;220,1009
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2021;20214;Vermelho;237,2716
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20221;Verde;2,9133
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20221;Amarelo;649,335
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20221;Vermelho;625,4369
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20222;Verde;3,9054
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20222;Amarelo;724,9477
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20222;Vermelho;733,8979
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20223;Verde;3,3233
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20223;Amarelo;599,1905
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20223;Vermelho;607,2929
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20224;Verde;4,8139
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20224;Amarelo;355,996
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2022;20224;Vermelho;387,4221
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2023;20231;Verde;3,6165
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2023;20231;Amarelo;286,9588
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2023;20231;Vermelho;286,5169
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2023;20232;Verde;3,9661
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2023;20232;Amarelo;332,7266
8ª RF;817600;ALF - Aerop. Internac. de São Paulo (SP);2023;20232;Vermelho;323,8288
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20151;Verde;6,4376
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20151;Amarelo;520,1508
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20151;Vermelho;309,502
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20152;Verde;7,3445
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20152;Amarelo;485,9702
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20152;Vermelho;332,8475
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20153;Verde;6,5788
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20153;Amarelo;496,3768
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20153;Vermelho;402,7468
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20154;Verde;7,4186
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20154;Amarelo;504,3516
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2015;20154;Vermelho;479,934
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2016;20161;Verde;6,197
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2016;20161;Amarelo;469,604
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2016;20161;Vermelho;448,4378
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2016;20162;Verde;5,7475
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2016;20162;Amarelo;442,6933
8ª RF;817700;ALF - Aerop. Internac. de Viracopos (SP);2016;20162;Vermelho;347,6586
